company_id,industry_sector,revenue,cogs,gross_profit,operating_profit,net_profit,ebitda,interest_expense,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,liquid_assets,cash,inventory,accounts_payable,share_price,shares_outstanding,dividends_per_share,annualized_portfolio_return,benchmark_return,risk_free_rate,daily_return_stdev,downside_deviation,market_covariance,market_variance,correlation_to_benchmark,tracking_error,historical_peak_value,historical_trough_value,var_95_amount,total_gross_loan_amount,days_past_due,provision_for_credit_losses,net_profit_margin,roa,roe,cash_ratio,quick_ratio,current_ratio,inventory_turnover,asset_turnover,payable_turnover,debt_to_assets,debt_to_equity,interest_coverage,dscr,eps,pe_ratio,dividend_yield,volatility_annualized,alpha,beta,sharpe_ratio,treynor_ratio,max_drawdown,sortino_ratio,r_squared,npl_status,cost_of_risk,is_default,portfolio_weight
COMP_03869,Industrials,1487.99,575.94,912.05,529.33,361.36,697.71,111.53,3252.9,2506.93,745.97,999.34,707.47,474.72,92.11,131.27,226.8,72.09,88.77,0.71,-0.1401,0.0543,0.04,0.010953,0.1591,0.021787,0.026156,0.5116,0.0707,143.47,127.13,4.18,213.8,0,8.57,0.2429,0.1111,0.4844,0.1302,0.671,1.4126,4.3874,0.4574,2.5394,0.7707,3.3606,4.7461,5.2495,4.0707,17.71,0.0098,0.1739,-0.1944,0.833,-1.0357,-0.2162,0.1139,-1.132,0.2617,0,0.0401,1,4.561e-05
COMP_03870,Industrials,472.43,173.56,298.87,171.59,113.25,190.08,14.77,551.75,224.63,327.12,171.87,87.37,153.16,73.0,49.8,36.37,28.0,61.67,2.97,0.1369,0.0265,0.04,0.017294,0.277,0.079934,0.056471,0.5953,0.0407,41.81,27.96,51.86,170.77,0,7.47,0.2397,0.2053,0.3462,0.8355,1.753,1.9672,3.4851,0.8562,4.7721,0.4071,0.6867,11.6175,5.9685,1.8364,15.25,0.1061,0.2745,0.1104,1.4155,0.353,0.0685,0.3313,0.3498,0.3544,0,0.0437,1,3.643e-05
COMP_03871,Utilities,139.68,81.62,58.06,28.64,17.33,35.6,3.35,322.17,121.91,200.26,202.22,33.63,157.87,77.75,52.08,15.13,28.07,34.05,0.43,0.0136,0.0721,0.04,0.020028,0.2422,0.028118,0.057348,0.3425,0.0516,60.16,24.65,4.75,40.71,0,0.26,0.1241,0.0538,0.0865,2.3119,4.6943,6.0131,1.5672,0.4336,5.3946,0.3784,0.6088,8.5493,4.7972,0.509,55.15,0.0153,0.3179,-0.0585,0.4903,-0.083,-0.0538,0.5903,-0.109,0.1173,0,0.0064,0,8.69e-06
COMP_03872,Consumer Staples,164.8,90.53,74.27,29.36,21.79,45.67,5.6,253.58,177.68,75.9,105.65,38.71,72.97,47.86,23.78,21.52,55.35,52.1,1.11,-0.1105,0.112,0.04,0.012706,0.1182,0.00554,0.012024,0.737,0.0501,130.81,98.52,17.85,16.61,184,1.05,0.1322,0.0859,0.2871,1.2364,1.885,2.7293,3.807,0.6499,4.2068,0.7007,2.341,5.2429,6.2898,0.4182,132.35,0.0201,0.2017,-0.2225,0.4607,-0.7462,-0.3267,0.2468,-1.2733,0.5432,1,0.0632,1,3.54e-06
COMP_03873,Real Estate,623.92,261.07,362.85,248.14,206.75,287.57,16.7,1119.64,312.03,807.61,426.61,109.06,397.18,62.56,131.89,32.06,17.32,21.15,0.93,0.0796,0.0384,0.04,0.015982,0.1276,0.041714,0.036801,0.5209,0.005,29.64,27.06,2.36,148.14,25,3.75,0.3314,0.1847,0.256,0.5736,3.6418,3.9117,1.9795,0.5573,8.1432,0.2787,0.3864,14.8587,9.1252,9.7754,1.77,0.0537,0.2537,0.0412,1.1335,0.1561,0.0349,0.087,0.3103,0.2713,0,0.0253,0,3.16e-05
COMP_03874,Consumer Discretionary,1385.64,961.36,424.28,258.94,190.26,321.18,58.58,2123.97,1170.53,953.44,853.11,245.79,739.88,531.67,298.03,104.15,29.32,18.66,0.03,0.0063,0.0554,0.04,0.012155,0.1505,0.028698,0.043094,0.3,0.0097,69.19,64.22,3.52,125.25,0,0.89,0.1373,0.0896,0.1996,2.1631,3.0102,3.4709,3.2257,0.6524,9.2305,0.5511,1.2277,4.4203,4.517,10.1961,2.88,0.001,0.193,-0.0491,0.6659,-0.1746,-0.0506,0.0718,-0.2239,0.09,0,0.0071,0,2.672e-05
COMP_03875,Consumer Staples,5924.52,5014.82,909.7,-690.03,-578.52,-243.92,98.58,10916.87,2739.47,8177.4,7074.85,1164.32,3523.04,2048.74,1170.41,661.57,36.12,36.75,0.64,0.4101,0.0494,0.04,0.009473,0.16,0.020277,0.02229,0.611,0.0449,52.14,33.28,5.72,2392.62,0,41.45,-0.0976,-0.053,-0.0707,1.7596,3.0258,6.0764,4.2847,0.5427,7.5802,0.2509,0.335,-6.9997,-0.722,-15.742,,0.0177,0.1504,0.3607,0.9097,2.4608,0.4068,0.3617,2.3131,0.3733,0,0.0173,0,0.00051045
COMP_03876,Real Estate,1960.72,1074.13,886.59,523.13,406.18,697.03,115.43,4249.77,2593.87,1655.9,2026.27,593.88,1376.79,234.43,339.13,129.58,76.35,73.55,0.24,0.0205,0.037,0.04,0.015681,0.2274,0.023291,0.013066,0.4237,0.0935,154.18,131.32,4.03,419.91,0,8.59,0.2072,0.0956,0.2453,0.3947,2.3183,3.4119,3.1673,0.4614,8.2893,0.6104,1.5664,4.532,4.4278,5.5225,13.83,0.0031,0.2489,-0.0165,1.7826,-0.0783,-0.0109,0.1483,-0.0858,0.1795,0,0.0205,0,8.959e-05
COMP_03877,Telecom,693.89,459.55,234.34,42.46,29.86,66.08,22.32,1834.89,1009.84,825.05,920.64,378.71,614.38,156.06,249.33,105.22,36.78,81.83,0.6,0.1142,-0.0186,0.04,0.011783,0.1128,0.023185,0.013753,0.934,0.0516,45.71,36.19,11.97,650.41,19,6.81,0.043,0.0163,0.0362,0.4121,1.6223,2.431,1.8431,0.3782,4.3675,0.5504,1.224,1.9023,0.7564,0.3649,100.79,0.0163,0.187,0.1328,1.6858,0.3968,0.044,0.2083,0.6578,0.8724,0,0.0105,0,0.00013876
COMP_03878,Consumer Staples,1730.11,1438.57,291.54,187.66,144.99,284.97,60.55,3224.16,2724.62,499.54,989.21,1613.13,855.03,150.22,240.68,546.09,38.53,17.27,1.72,-0.046,0.0482,0.04,0.009434,0.1082,0.037105,0.046891,0.844,0.0575,53.2,28.66,12.99,985.43,90,48.28,0.0838,0.045,0.2902,0.0931,0.53,0.6132,5.9771,0.5366,2.6343,0.8451,5.4543,3.0993,1.7912,8.3955,4.59,0.0446,0.1498,-0.0942,0.7913,-0.5741,-0.1087,0.4613,-0.7948,0.7123,0,0.049,0,0.00021024
COMP_03879,Materials,1554.15,1190.12,364.03,131.87,89.49,291.71,43.34,2348.46,1686.61,661.85,905.96,343.99,436.67,282.9,48.94,162.15,27.67,53.87,0.8,0.0567,0.05,0.04,0.012905,0.1975,0.01894,0.028256,0.838,0.0714,61.67,34.83,8.77,845.98,347,39.5,0.0576,0.0381,0.1352,0.8224,1.2694,2.6337,24.3179,0.6618,7.3396,0.7182,2.5483,3.0427,2.2801,1.6612,16.66,0.0289,0.2049,0.0067,0.6703,0.0815,0.0249,0.4352,0.0846,0.7022,1,0.0467,1,0.00018048
COMP_03880,Real Estate,2663.65,1549.65,1114.0,349.66,225.36,554.29,90.45,4990.27,1656.29,3333.98,1207.81,574.31,783.24,204.49,297.88,308.25,42.06,18.17,0.72,0.1636,0.1001,0.04,0.008594,0.1566,-0.008423,0.038208,0.7013,0.0255,101.14,57.43,16.69,805.93,0,7.23,0.0846,0.0452,0.0676,0.3561,1.3638,2.1031,5.2023,0.5338,5.0273,0.3319,0.4968,3.8658,3.2406,12.4029,3.39,0.0171,0.1364,0.0635,-0.2205,0.9062,-0.5605,0.4322,0.7893,0.4918,0,0.009,0,0.00017194
COMP_03881,Materials,1045.31,751.31,294.0,176.49,131.47,211.18,83.52,2420.28,1162.83,1257.45,1192.22,545.72,894.28,160.65,316.99,152.62,38.29,58.6,0.0,0.4575,0.0698,0.04,0.024574,0.4296,0.061261,0.025832,0.2755,0.1117,79.74,26.33,3.73,847.73,0,9.0,0.1258,0.0543,0.1046,0.2944,1.6387,2.1847,2.3701,0.4319,4.9227,0.4805,0.9248,2.1131,1.2548,2.2435,17.07,0.0,0.3901,0.3877,2.3715,1.0702,0.176,0.6698,0.9718,0.0759,0,0.0106,0,0.00018086
COMP_03882,Healthcare,3802.59,1574.53,2228.06,1142.86,714.25,1353.43,181.06,5942.47,5083.94,858.53,1914.94,1339.96,1761.53,422.22,662.15,400.22,19.71,44.93,0.6,0.1175,0.0965,0.04,0.021989,0.329,-0.023614,0.05075,0.5476,0.0785,24.33,17.61,3.03,2020.27,0,61.14,0.1878,0.1202,0.8319,0.3151,1.3146,1.4291,2.3779,0.6399,3.9342,0.8555,5.9217,6.3121,3.533,15.897,1.24,0.0304,0.3491,0.021,-0.4653,0.222,-0.1666,0.2762,0.2356,0.2999,0,0.0303,0,0.00043101
COMP_03883,Energy,2949.36,1787.47,1161.89,311.07,258.2,569.21,80.25,5047.6,3641.68,1405.92,2645.67,1545.14,2366.81,1215.86,598.0,817.86,54.71,63.72,0.48,-0.1497,0.0703,0.04,0.021947,0.2275,0.015159,0.01467,0.7055,0.052,56.72,37.69,46.0,401.46,0,12.81,0.0875,0.0512,0.1837,0.7869,1.5318,1.7123,2.9891,0.5843,2.1855,0.7215,2.5902,3.8763,4.7278,4.0521,13.5,0.0088,0.3484,-0.22,1.0333,-0.5445,-0.1836,0.3355,-0.8338,0.4977,0,0.0319,0,8.565e-05
COMP_03884,Materials,1211.05,592.85,618.2,290.57,185.96,348.63,98.19,2468.42,1570.6,897.82,633.35,476.33,439.3,207.38,161.71,123.53,11.48,26.47,0.38,0.3105,0.0609,0.04,0.012581,0.2214,0.005677,0.010766,0.3549,0.0285,12.91,10.23,7.2,677.49,0,18.89,0.1536,0.0753,0.2071,0.4354,0.9223,1.3296,3.6661,0.4906,4.7992,0.6363,1.7493,2.9593,2.101,7.0253,1.63,0.0331,0.1997,0.2496,0.5273,1.3545,0.513,0.2076,1.2218,0.126,0,0.0279,0,0.00014454
COMP_03885,Telecom,950.45,409.25,541.2,359.74,231.26,459.03,60.16,1375.13,843.5,531.63,483.7,243.86,354.89,110.04,138.64,74.25,35.8,193.72,0.0,0.2195,0.1256,0.04,0.005552,0.1009,0.045352,0.032063,0.5138,0.0071,53.39,27.57,18.03,495.18,0,24.33,0.2433,0.1682,0.435,0.4512,1.4553,1.9835,2.9519,0.6912,5.5118,0.6134,1.5866,5.9797,4.1853,1.1938,29.99,0.0,0.0881,0.0939,1.4145,2.0375,0.1269,0.4836,1.779,0.264,0,0.0491,0,0.00010564
COMP_03886,Industrials,3306.67,1862.12,1444.55,744.41,572.82,1044.96,59.97,4166.36,2119.69,2046.67,1606.52,1182.77,1395.78,1064.85,126.57,583.2,137.72,375.89,1.2,-0.3359,0.0583,0.04,0.022064,0.3981,0.026642,0.030178,0.5758,0.0545,206.44,68.63,15.76,1349.47,0,31.17,0.1732,0.1375,0.2799,0.9003,1.1801,1.3583,14.7122,0.7937,3.1929,0.5088,1.0357,12.413,5.3611,1.5239,90.37,0.0087,0.3503,-0.3942,0.8828,-1.0731,-0.4258,0.6676,-0.9442,0.3315,0,0.0231,0,0.0002879
COMP_03887,Consumer Staples,465.83,193.56,272.27,147.71,114.52,181.45,14.05,516.54,325.62,190.92,120.49,91.6,97.53,68.82,32.58,24.41,10.43,42.35,0.44,-0.15,0.0718,0.04,0.003,0.0427,0.010892,0.010835,0.8507,0.0882,11.1,7.3,5.92,154.28,0,2.95,0.2458,0.2217,0.5998,0.7513,1.0647,1.3154,5.9411,0.9018,7.9295,0.6304,1.7055,10.5132,6.1554,2.7041,3.86,0.0422,0.0476,-0.2218,1.0053,-3.9916,-0.189,0.3423,-4.4496,0.7237,0,0.0191,0,3.291e-05
COMP_03888,Telecom,179.84,125.8,54.04,10.16,7.86,30.38,6.29,283.38,212.98,70.4,52.37,74.68,46.28,16.4,11.21,39.67,15.18,26.15,0.04,0.0116,0.0549,0.04,0.025439,0.4482,0.043354,0.051455,0.4968,0.0804,37.64,31.39,2.99,63.81,0,1.75,0.0437,0.0277,0.1116,0.2196,0.6197,0.7013,11.2221,0.6346,3.1712,0.7516,3.0253,1.6153,2.3976,0.3006,50.5,0.0026,0.4038,-0.0433,0.8426,-0.0703,-0.0337,0.166,-0.0634,0.2468,0,0.0274,0,1.361e-05
COMP_03889,Utilities,178.62,103.26,75.36,38.29,24.78,49.95,1.42,161.89,53.89,108.0,49.95,14.43,44.59,20.44,4.0,5.72,86.48,17.97,0.63,-0.0609,0.0549,0.04,0.030698,0.5142,0.031306,0.036909,0.4725,0.098,157.97,133.34,2.93,60.97,0,2.98,0.1387,0.1531,0.2294,1.4165,3.0901,3.4615,25.815,1.1033,18.0524,0.3329,0.499,26.9648,6.6449,1.379,62.71,0.0073,0.4873,-0.1158,0.8482,-0.2071,-0.119,0.1559,-0.1962,0.2233,0,0.0489,0,1.301e-05
COMP_03890,Financials,421.72,259.6,162.12,37.47,24.06,59.04,45.56,878.72,773.62,105.1,371.21,242.57,318.47,154.76,93.16,91.94,63.53,14.98,0.68,0.0665,0.1031,0.04,0.023383,0.3464,0.061462,0.05203,0.7662,0.035,68.38,56.06,11.47,311.43,0,1.87,0.0571,0.0274,0.2289,0.638,1.3129,1.5303,2.7866,0.4799,2.8236,0.8804,7.3608,0.8224,0.7697,1.6061,39.56,0.0107,0.3712,-0.0366,1.1813,0.0714,0.0224,0.1802,0.0765,0.5871,0,0.006,1,6.644e-05
COMP_03891,Real Estate,2420.15,1024.18,1395.97,860.1,660.19,1076.77,90.94,2872.72,1165.14,1707.58,1368.39,369.63,554.41,355.66,164.69,93.92,15.03,148.11,0.52,-0.0018,0.072,0.04,0.015077,0.2842,0.026993,0.032883,0.4656,0.0585,30.26,20.07,0.88,769.84,0,4.37,0.2728,0.2298,0.3866,0.9622,1.4999,3.7021,6.2188,0.8425,10.9048,0.4056,0.6823,9.4579,6.4122,4.4574,3.37,0.0346,0.2393,-0.0738,0.8209,-0.1747,-0.0509,0.3367,-0.1471,0.2168,0,0.0057,0,0.00016424
COMP_03892,Consumer Discretionary,660.27,277.24,383.03,189.0,132.65,242.88,35.34,1076.42,582.38,494.04,390.35,192.6,222.9,95.44,82.51,90.88,12.7,32.7,0.36,0.222,0.0401,0.04,0.005411,0.0576,0.048586,0.040981,0.2771,0.0489,29.21,22.67,8.11,73.89,0,0.97,0.2009,0.1232,0.2685,0.4955,1.1573,2.0267,3.3601,0.6134,3.0506,0.541,1.1788,5.348,5.6842,4.0566,3.13,0.0283,0.0859,0.1819,1.1856,2.1187,0.1535,0.2239,3.1597,0.0768,0,0.0131,0,1.576e-05
COMP_03893,Utilities,1401.67,899.46,502.21,412.02,335.91,496.36,40.87,1951.53,516.7,1434.83,780.88,235.84,485.66,245.36,104.86,130.56,5.53,14.06,0.0,0.2401,0.0775,0.04,0.011962,0.1779,0.014965,0.011393,0.8131,0.0532,7.66,2.9,15.96,688.05,0,10.31,0.2396,0.1721,0.2341,1.0404,2.0593,3.3111,8.5777,0.7182,6.8892,0.2648,0.3601,10.0812,4.5257,23.8912,0.23,0.0,0.1899,0.1626,1.3135,1.0537,0.1523,0.6214,1.1248,0.6611,0,0.015,0,0.00014679
COMP_03894,Industrials,605.25,509.93,95.32,44.03,32.27,80.91,37.05,1323.6,804.38,519.22,558.03,399.81,431.28,180.35,45.4,190.65,7.87,16.93,0.52,-0.1008,0.101,0.04,0.011808,0.0972,0.023161,0.049182,0.4881,0.0625,17.31,7.37,7.65,490.58,0,4.22,0.0533,0.0244,0.0622,0.4511,1.0787,1.3957,11.2319,0.4573,2.6747,0.6077,1.5492,1.1884,0.9396,1.9061,4.13,0.0661,0.1874,-0.2018,0.4709,-0.7513,-0.299,0.5742,-1.4486,0.2382,0,0.0086,0,0.00010466
COMP_03895,Materials,611.05,243.27,367.78,268.26,161.04,308.49,60.06,1631.97,813.07,818.9,662.51,328.7,376.82,243.36,82.99,107.4,27.82,15.52,1.28,0.3845,0.0499,0.04,0.017719,0.2294,0.023472,0.013132,0.9696,0.0507,64.8,60.38,39.33,122.38,0,0.77,0.2635,0.0987,0.1967,0.7404,1.1464,2.0155,2.9313,0.3744,2.2651,0.4982,0.9929,4.4665,4.2669,10.3763,2.68,0.046,0.2813,0.3346,1.7874,1.2247,0.1927,0.0682,1.5017,0.9401,0,0.0063,0,2.611e-05
COMP_03896,Energy,320.36,157.89,162.47,115.63,93.69,133.64,9.36,702.63,289.72,412.91,137.13,128.69,79.26,40.53,24.91,61.71,85.26,194.09,0.81,0.2976,0.0499,0.04,0.01661,0.2857,0.021673,0.023635,0.5953,0.0699,102.8,58.47,23.34,180.13,0,6.88,0.2925,0.1333,0.2269,0.3149,0.6159,1.0656,6.3384,0.4559,2.5586,0.4123,0.7017,12.3536,4.8822,0.4827,176.63,0.0095,0.2637,0.2477,0.917,0.9769,0.2809,0.4312,0.9016,0.3544,0,0.0382,0,3.843e-05
COMP_03897,Telecom,982.13,770.71,211.42,-29.87,-18.31,62.37,47.21,1957.89,1743.68,214.21,690.16,915.97,427.98,294.47,136.82,370.03,77.38,225.86,1.24,-0.3511,0.0509,0.04,0.027502,0.2901,0.032551,0.033475,0.2501,0.0549,125.42,70.4,7.85,182.2,0,7.8,-0.0186,-0.0094,-0.0855,0.3215,0.4672,0.7535,5.633,0.5016,2.0828,0.8906,8.14,-0.6327,0.9532,-0.0811,,0.016,0.4366,-0.402,0.9724,-0.8958,-0.4022,0.4387,-1.3482,0.0626,0,0.0428,1,3.887e-05
COMP_03898,Healthcare,888.74,343.17,545.57,465.45,299.72,544.21,66.3,2019.2,1066.73,952.47,509.17,639.85,471.2,87.14,48.14,346.47,62.3,43.27,1.68,-0.0554,0.0627,0.04,0.012135,0.1977,0.004563,0.022587,0.7952,0.0497,70.93,24.84,4.36,443.55,0,2.35,0.3372,0.1484,0.3147,0.1362,0.7364,0.7958,7.1286,0.4401,0.9905,0.5283,1.12,7.0204,4.9181,6.9267,8.99,0.027,0.1926,-0.1181,0.202,-0.4953,-0.4723,0.6498,-0.4825,0.6323,0,0.0053,0,9.463e-05
COMP_03899,Financials,1799.38,1417.81,381.57,-147.49,-89.52,-22.13,34.22,1558.23,809.18,749.05,649.58,309.59,416.01,306.93,95.03,118.84,10.64,38.03,0.22,-0.0916,0.0838,0.04,0.023045,0.3779,0.012505,0.012947,0.4946,0.0452,10.98,6.49,11.27,258.21,0,2.96,-0.0498,-0.0574,-0.1195,0.9914,1.3437,2.0982,14.9196,1.1548,11.9304,0.5193,1.0803,-4.3101,-0.3686,-2.3539,,0.0207,0.3658,-0.1754,0.9659,-0.3598,-0.1362,0.4089,-0.3482,0.2446,0,0.0115,0,5.509e-05
COMP_03900,Technology,1548.8,948.09,600.71,401.28,323.07,503.2,35.68,1657.62,913.38,744.24,876.94,524.8,418.62,285.75,269.94,154.77,100.83,6.58,1.41,-0.0656,0.0712,0.04,0.016616,0.2491,0.023386,0.045239,0.2959,0.0464,216.42,157.61,3.77,354.34,169,4.27,0.2086,0.1949,0.4341,0.5445,0.7977,1.671,3.5122,0.9344,6.1258,0.551,1.2273,11.2466,7.076,49.0988,2.05,0.014,0.2638,-0.1368,0.5169,-0.4003,-0.2043,0.2717,-0.4239,0.0876,1,0.0121,1,7.56e-05
COMP_03901,Utilities,865.6,479.66,385.94,249.84,199.03,304.25,17.13,873.25,284.24,589.01,384.01,112.6,154.95,105.68,124.08,27.08,54.87,12.88,0.0,-0.2961,0.0764,0.04,0.013943,0.2491,0.042876,0.029747,0.6345,0.005,61.61,48.13,2.9,164.88,0,3.85,0.2299,0.2279,0.3379,0.9385,1.3761,3.4104,3.8657,0.9912,17.7127,0.3255,0.4826,14.5849,9.0502,15.4526,3.55,0.0,0.2213,-0.3725,1.4414,-1.5188,-0.2332,0.2188,-1.3493,0.4026,0,0.0234,0,3.518e-05
COMP_03902,Energy,179.95,90.85,89.1,67.74,57.29,77.73,3.7,182.84,92.43,90.41,47.7,47.4,25.29,6.1,10.04,14.81,10.23,21.9,0.66,0.1055,0.1114,0.04,0.016789,0.2171,0.046961,0.046991,0.3941,0.0463,18.67,10.12,11.74,69.71,0,1.84,0.3184,0.3133,0.6337,0.1287,0.5335,1.0063,9.0488,0.9842,6.1344,0.5055,1.0223,18.3081,7.2842,2.616,3.91,0.0645,0.2665,-0.0059,0.9994,0.2458,0.0655,0.458,0.3017,0.1553,0,0.0264,0,1.487e-05
COMP_03903,Technology,3962.76,1975.67,1987.09,1214.98,812.61,1364.43,138.6,5441.12,2550.05,2891.07,1381.38,1094.71,1265.82,406.65,272.28,465.71,12.32,97.59,0.63,-0.0384,0.0743,0.04,0.020395,0.2092,0.012979,0.021956,0.9326,0.0544,21.33,19.64,24.15,1883.41,0,92.12,0.2051,0.1493,0.2811,0.3715,1.1563,1.2619,7.256,0.7283,4.2423,0.4687,0.882,8.7661,4.1733,8.3268,1.48,0.0511,0.3238,-0.1127,0.5911,-0.2421,-0.1326,0.0792,-0.3748,0.8697,0,0.0489,0,0.00040181
COMP_03904,Financials,990.24,497.99,492.25,428.22,295.03,481.83,40.92,1951.28,1077.75,873.53,328.79,596.66,304.21,239.47,73.79,159.92,63.27,586.3,0.0,0.1621,0.0934,0.04,0.003,0.0455,0.036027,0.033644,0.7467,0.0589,109.34,65.59,1.7,498.06,0,19.38,0.2979,0.1512,0.3377,0.4014,0.5099,0.5511,6.7487,0.5075,3.114,0.5523,1.2338,10.4648,5.3108,0.5032,125.74,0.0,0.0476,0.0687,1.0708,2.5651,0.114,0.4001,2.6835,0.5576,0,0.0389,0,0.00010626
COMP_03905,Consumer Discretionary,1206.61,956.12,250.49,145.01,116.8,216.09,68.66,1269.72,1024.41,245.31,461.15,388.74,318.63,244.61,52.74,83.93,66.64,113.72,0.62,0.4347,0.0537,0.04,0.0057,0.1053,0.035898,0.027732,0.5236,0.0265,155.92,96.11,2.35,220.82,0,3.08,0.0968,0.092,0.4761,0.6292,0.8196,1.1863,18.1289,0.9503,11.3919,0.8068,4.176,2.112,2.3814,1.0271,64.88,0.0093,0.0905,0.381,1.2945,4.3613,0.3049,0.3836,3.7483,0.2742,0,0.0139,0,4.711e-05
COMP_03906,Consumer Discretionary,7484.53,5328.22,2156.31,386.6,252.15,980.06,310.96,21385.22,8026.1,13359.12,7836.2,3839.09,5920.25,1759.82,2727.56,1457.08,24.15,45.97,0.39,0.3295,0.0855,0.04,0.005483,0.0819,-0.005031,0.031758,0.8006,0.0498,45.34,33.03,3.99,2587.48,0,97.8,0.0337,0.0118,0.0189,0.4584,1.5421,2.0412,1.9535,0.35,3.6568,0.3753,0.6008,1.2432,1.7203,5.4851,4.4,0.0161,0.087,0.244,-0.1584,3.3276,-1.8277,0.2715,3.5348,0.641,0,0.0378,0,0.00055202
COMP_03907,Consumer Staples,3261.25,2233.5,1027.75,712.63,552.43,1037.58,293.65,8738.08,5636.33,3101.75,2343.71,2178.59,1963.45,847.01,641.2,738.48,22.28,62.86,1.76,-0.0157,0.0795,0.04,0.018089,0.3202,0.059827,0.058643,0.562,0.0504,54.27,20.6,6.79,1402.75,41,19.04,0.1694,0.0632,0.1781,0.3888,0.9012,1.0758,3.4833,0.3732,3.0245,0.645,1.8171,2.4268,2.3912,8.7883,2.54,0.079,0.2872,-0.0952,1.0202,-0.1939,-0.0546,0.6204,-0.174,0.3158,0,0.0136,0,0.00029927
COMP_03908,Financials,1873.83,1404.2,469.63,265.61,216.8,388.56,32.32,5504.6,1510.82,3993.78,2929.16,820.09,1261.7,317.14,356.26,301.92,48.88,60.4,0.7,0.073,0.062,0.04,0.019649,0.345,0.003503,0.029962,0.918,0.0525,102.94,75.57,1.9,314.52,0,3.83,0.1157,0.0394,0.0543,0.3867,1.5385,3.5718,3.9415,0.3404,4.6509,0.2745,0.3783,8.2181,6.093,3.5894,13.62,0.0143,0.3119,0.011,0.1169,0.1058,0.2823,0.2659,0.0957,0.8427,0,0.0122,0,6.71e-05
COMP_03909,Financials,1093.6,523.35,570.25,298.77,222.39,424.56,30.07,977.13,445.49,531.64,335.39,266.29,203.2,65.17,44.15,101.63,38.25,38.62,0.28,0.1835,0.0792,0.04,0.006317,0.0506,0.040698,0.035747,0.7554,0.0251,65.69,35.24,1.79,103.4,0,4.4,0.2034,0.2276,0.4183,0.2447,0.7631,1.2595,11.8539,1.1192,5.1496,0.4559,0.838,9.9358,10.5063,5.7584,6.64,0.0073,0.1003,0.1043,1.1385,1.4307,0.126,0.4635,2.836,0.5706,0,0.0426,0,2.206e-05
COMP_03910,Technology,1081.41,712.67,368.74,289.45,239.45,402.42,92.17,2890.7,1610.78,1279.92,1401.12,478.93,1055.37,285.03,342.61,242.54,53.95,45.83,0.12,0.3576,0.0244,0.04,0.019172,0.1687,0.085438,0.057979,0.9634,0.0334,64.18,20.43,2.37,234.01,0,5.97,0.2214,0.0828,0.1871,0.5951,2.2036,2.9255,2.0801,0.3741,2.9384,0.5572,1.2585,3.1404,3.482,5.2247,10.33,0.0022,0.3043,0.3332,1.4736,1.0437,0.2155,0.6817,1.8826,0.9281,0,0.0255,0,4.992e-05
COMP_03911,Energy,1462.84,848.5,614.34,381.21,298.94,554.75,35.34,3756.89,1120.61,2636.28,1765.87,436.74,1578.76,319.87,259.33,255.22,10.52,9.58,0.0,0.0914,0.0847,0.04,0.012891,0.1814,0.014716,0.01247,0.4646,0.0468,19.79,15.96,7.51,1009.93,258,112.24,0.2044,0.0796,0.1134,0.7324,3.6149,4.0433,3.2719,0.3894,3.3246,0.2983,0.4251,10.7869,4.0691,31.2046,0.34,0.0,0.2046,0.0067,1.1801,0.2512,0.0436,0.1935,0.2834,0.2159,1,0.1111,1,0.00021546
COMP_03912,Telecom,1786.99,1324.55,462.44,362.79,274.69,557.32,98.88,4976.11,3003.48,1972.63,2251.04,698.32,1800.28,948.14,352.5,212.93,32.71,25.69,0.87,-0.0929,0.0306,0.04,0.015103,0.2635,0.026448,0.025932,0.8465,0.0321,66.66,60.7,11.66,1000.12,0,16.05,0.1537,0.0552,0.1393,1.3577,2.578,3.2235,3.7576,0.3591,6.2206,0.6036,1.5226,3.669,2.8021,10.6925,3.06,0.0266,0.2398,-0.1235,1.0199,-0.5542,-0.1303,0.0894,-0.5044,0.7166,0,0.016,0,0.00021337
COMP_03913,Real Estate,8549.96,4314.55,4235.41,3066.61,1953.53,3797.68,270.82,16770.55,7575.45,9195.1,10129.97,1942.33,6002.35,1839.78,2879.78,1120.65,44.09,35.76,0.36,0.1795,0.1096,0.04,0.01978,0.2413,0.029497,0.020199,0.4198,0.0232,107.04,72.09,28.58,1906.27,52,56.65,0.2285,0.1165,0.2125,0.9472,3.0903,5.2154,1.4982,0.5098,3.85,0.4517,0.8239,11.3234,8.2299,54.6289,0.81,0.0082,0.314,0.0699,1.4603,0.4443,0.0955,0.3265,0.5781,0.1762,0,0.0297,0,0.00040669
COMP_03914,Technology,21331.06,14325.71,7005.35,2211.29,1441.46,4000.18,2641.3,54039.17,48382.7,5656.47,8535.22,27658.46,7685.88,6109.94,1110.25,8058.3,38.73,17.68,0.14,-0.1092,0.0645,0.04,0.010367,0.1847,0.02828,0.032602,0.4645,0.0442,56.21,30.13,8.2,13732.8,0,283.59,0.0676,0.0267,0.2548,0.2209,0.2779,0.3086,12.9031,0.3947,1.7778,0.8953,8.5535,0.8372,0.9964,81.5305,0.48,0.0036,0.1646,-0.1737,0.8674,-0.9064,-0.172,0.464,-0.8078,0.2158,0,0.0207,1,0.00292981
